O3 measurements at station level;;;;;;;;;;;;;;;;;;;;
O3: Percentile 93.2 concentrations and exceedance flag;;;;;;;;;;;;;;;;;;;;
statistic_value is the percentile 93.2 of the daily maximum 8-hourly mean recorded for a specific year;;;;;;count_type_by_city: count of station of the same type (traffic or background) within the same city. Note: one station_european_code can be counted several times if the same station shows several concentration statistics for the same year (distinct measurements recorded under different measurement_european_group_code);;;;;;;;;;;;;;
"above_TV? = 1 if round(statistic_value,0) > 120; round(statistic_value,0) means that statistic_value is rounded to an integer value";;;;;;in the case of a traffic station: assigned_population=(UA_city_pop*percentage_taffic_population/100)/count_type_by_city;;;;;;;;;;;;;;
above_TV? = 0 if round(statistic_value,0) <= 120;;;;;;in the case of a background station: assigned_population=(UA_city_pop*percentage_background_population/100)/count_type_by_city;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
station_european_code;type_of_station;station_type_of_area;component_caption;component_name;measurement_unit;measurement_european_group_code;statistics_year;statistic_shortname;statistic_value;statistics_percentage_valid;above_TV?;country_iso_code;country_name;city_name;city_code;UA_city_pop;percentage_traffic_population;percentage_background_population;count_type_by_city;assigned_population
AT4S416;Background;urban;O3;Ozone (air);µg/m3;500;1998;P93.2;112,25;96,438;0;AT;Austria;Linz;AT003C1;185739;6,4;93,6;1;173851,704
AT4S416;Background;urban;O3;Ozone (air);µg/m3;500;1999;P93.2;106,571;91,781;0;AT;Austria;Linz;AT003C1;185739;6,4;93,6;1;173851,704
AT4S416;Background;urban;O3;Ozone (air);µg/m3;500;2000;P93.2;120,286;76,776;0;AT;Austria;Linz;AT003C1;185739;6,4;93,6;1;173851,704
AT4S416;Background;urban;O3;Ozone (air);µg/m3;500;2001;P93.2;112,714;88,767;0;AT;Austria;Linz;AT003C1;185739;6,4;93,6;2;86925,852
AT4S416;Background;urban;O3;Ozone (air);µg/m3;500;2002;P93.2;121,286;78,904;1;AT;Austria;Linz;AT003C1;185739;6,4;93,6;2;86925,852
AT4S416;Background;urban;O3;Ozone (air);µg/m3;500;2003;P93.2;125,125;92,055;1;AT;Austria;Linz;AT003C1;185739;6,4;93,6;1;173851,704
AT4S416;Background;urban;O3;Ozone (air);µg/m3;500;2004;P93.2;108,888;97,268;0;AT;Austria;Linz;AT003C1;185739;6,4;93,6;1;173851,704
AT4S416;Background;urban;O3;Ozone (air);µg/m3;500;2005;P93.2;112,65;91,233;0;AT;Austria;Linz;AT003C1;185739;6,4;93,6;1;173851,704
AT4S416;Background;urban;O3;Ozone (air);µg/m3;500;2006;P93.2;117,083;87,123;0;AT;Austria;Linz;AT003C1;185739;6,4;93,6;1;173851,704
AT4S416;Background;urban;O3;Ozone (air);µg/m3;500;2007;P93.2;116,85;93,699;0;AT;Austria;Linz;AT003C1;185739;6,4;93,6;1;173851,704
AT4S416;Background;urban;O3;Ozone (air);µg/m3;500;2008;P93.2;107,512;95,082;0;AT;Austria;Linz;AT003C1;185739;6,4;93,6;1;173851,704
AT4S416;Background;urban;O3;Ozone (air);µg/m3;500;2009;P93.2;111,098;97,808;0;AT;Austria;Linz;AT003C1;185739;6,4;93,6;1;173851,704
AT4S416;Background;urban;O3;Ozone (air);µg/m3;500;2010;P93.2;112,426;95,068;0;AT;Austria;Linz;AT003C1;185739;6,4;93,6;1;173851,704
AT4S416;Background;urban;O3;Ozone (air);µg/m3;500;2011;P93.2;110,67;91,781;0;AT;Austria;Linz;AT003C1;185739;6,4;93,6;1;173851,704
AT4S416;Background;urban;O3;Ozone (air);µg/m3;500;2012;P93.2;110,647;95,628;0;AT;Austria;Linz;AT003C1;185739;6,4;93,6;1;173851,704
AT4S425;Background;suburban;O3;Ozone (air);µg/m3;100;2001;P93.2;118,5;97,808;0;AT;Austria;Linz;AT003C1;185739;6,4;93,6;2;86925,852
AT4S425;Background;suburban;O3;Ozone (air);µg/m3;100;2002;P93.2;118,375;92,877;0;AT;Austria;Linz;AT003C1;185739;6,4;93,6;2;86925,852
AT51066;Traffic;urban;O3;Ozone (air);µg/m3;500;1994;P93.2;128;99,726;1;AT;Austria;Salzburg;AT004C1;147337;6,4;93,6;1;9429,568
AT51066;Traffic;urban;O3;Ozone (air);µg/m3;500;1995;P93.2;138,75;100;1;AT;Austria;Salzburg;AT004C1;147337;6,4;93,6;1;9429,568
AT51066;Traffic;urban;O3;Ozone (air);µg/m3;500;1996;P93.2;106,625;84,426;0;AT;Austria;Salzburg;AT004C1;147337;6,4;93,6;1;9429,568
AT51066;Traffic;urban;O3;Ozone (air);µg/m3;500;1997;P93.2;109;91,781;0;AT;Austria;Salzburg;AT004C1;147337;6,4;93,6;1;9429,568
AT51066;Traffic;urban;O3;Ozone (air);µg/m3;500;1998;P93.2;114,375;99,452;0;AT;Austria;Salzburg;AT004C1;147337;6,4;93,6;1;9429,568
AT51066;Traffic;urban;O3;Ozone (air);µg/m3;500;1999;P93.2;118,75;100;0;AT;Austria;Salzburg;AT004C1;147337;6,4;93,6;1;9429,568
AT51066;Traffic;urban;O3;Ozone (air);µg/m3;500;2000;P93.2;108,75;99,18;0;AT;Austria;Salzburg;AT004C1;147337;6,4;93,6;1;9429,568
AT51066;Traffic;urban;O3;Ozone (air);µg/m3;500;2001;P93.2;125;96,986;1;AT;Austria;Salzburg;AT004C1;147337;6,4;93,6;1;9429,568
AT51066;Traffic;urban;O3;Ozone (air);µg/m3;500;2002;P93.2;120,125;97,808;0;AT;Austria;Salzburg;AT004C1;147337;6,4;93,6;1;9429,568
AT51066;Traffic;urban;O3;Ozone (air);µg/m3;500;2003;P93.2;145;98,356;1;AT;Austria;Salzburg;AT004C1;147337;6,4;93,6;1;9429,568
AT51066;Traffic;urban;O3;Ozone (air);µg/m3;500;2004;P93.2;109,363;98,361;0;AT;Austria;Salzburg;AT004C1;147337;6,4;93,6;1;9429,568
AT51066;Traffic;urban;O3;Ozone (air);µg/m3;500;2005;P93.2;116,714;99,178;0;AT;Austria;Salzburg;AT004C1;147337;6,4;93,6;1;9429,568
AT51066;Traffic;urban;O3;Ozone (air);µg/m3;500;2006;P93.2;111,737;95,342;0;AT;Austria;Salzburg;AT004C1;147337;6,4;93,6;1;9429,568
AT51066;Traffic;urban;O3;Ozone (air);µg/m3;500;2007;P93.2;110,825;97,808;0;AT;Austria;Salzburg;AT004C1;147337;6,4;93,6;1;9429,568
AT51066;Traffic;urban;O3;Ozone (air);µg/m3;500;2008;P93.2;104,662;96,721;0;AT;Austria;Salzburg;AT004C1;147337;6,4;93,6;1;9429,568
AT51066;Traffic;urban;O3;Ozone (air);µg/m3;500;2009;P93.2;108,24;99,452;0;AT;Austria;Salzburg;AT004C1;147337;6,4;93,6;1;9429,568
AT51066;Traffic;urban;O3;Ozone (air);µg/m3;500;2010;P93.2;117,719;97,808;0;AT;Austria;Salzburg;AT004C1;147337;6,4;93,6;1;9429,568
AT51066;Traffic;urban;O3;Ozone (air);µg/m3;500;2011;P93.2;107,08;97,808;0;AT;Austria;Salzburg;AT004C1;147337;6,4;93,6;1;9429,568
AT51066;Traffic;urban;O3;Ozone (air);µg/m3;500;2012;P93.2;104,486;99,454;0;AT;Austria;Salzburg;AT004C1;147337;6,4;93,6;1;9429,568
AT51200;Background;urban;O3;Ozone (air);µg/m3;500;2002;P93.2;123,375;99,726;1;AT;Austria;Salzburg;AT004C1;147337;6,4;93,6;1;137907,432
AT51200;Background;urban;O3;Ozone (air);µg/m3;500;2003;P93.2;145,75;98,904;1;AT;Austria;Salzburg;AT004C1;147337;6,4;93,6;1;137907,432
AT51200;Background;urban;O3;Ozone (air);µg/m3;500;2004;P93.2;109,875;98,634;0;AT;Austria;Salzburg;AT004C1;147337;6,4;93,6;1;137907,432
AT51200;Background;urban;O3;Ozone (air);µg/m3;500;2005;P93.2;115,363;97,808;0;AT;Austria;Salzburg;AT004C1;147337;6,4;93,6;1;137907,432
AT51200;Background;urban;O3;Ozone (air);µg/m3;500;2006;P93.2;124,325;99,452;1;AT;Austria;Salzburg;AT004C1;147337;6,4;93,6;1;137907,432
AT51200;Background;urban;O3;Ozone (air);µg/m3;500;2007;P93.2;114,5;95,068;0;AT;Austria;Salzburg;AT004C1;147337;6,4;93,6;1;137907,432
AT51200;Background;urban;O3;Ozone (air);µg/m3;500;2008;P93.2;110,475;93,989;0;AT;Austria;Salzburg;AT004C1;147337;6,4;93,6;1;137907,432
AT51200;Background;urban;O3;Ozone (air);µg/m3;500;2009;P93.2;114,053;97,808;0;AT;Austria;Salzburg;AT004C1;147337;6,4;93,6;1;137907,432
AT51200;Background;urban;O3;Ozone (air);µg/m3;500;2010;P93.2;122,395;95,342;1;AT;Austria;Salzburg;AT004C1;147337;6,4;93,6;1;137907,432
AT51200;Background;urban;O3;Ozone (air);µg/m3;500;2011;P93.2;116,531;98,356;0;AT;Austria;Salzburg;AT004C1;147337;6,4;93,6;1;137907,432
AT51200;Background;urban;O3;Ozone (air);µg/m3;500;2012;P93.2;108,71;99,18;0;AT;Austria;Salzburg;AT004C1;147337;6,4;93,6;1;137907,432
AT60018;Background;urban;O3;Ozone (air);µg/m3;500;1992;P93.2;127,625;98,634;1;AT;Austria;Graz;AT002C1;247904;6,4;93,6;2;116019,072
AT60018;Background;urban;O3;Ozone (air);µg/m3;500;1993;P93.2;130,5;82,192;1;AT;Austria;Graz;AT002C1;247904;6,4;93,6;3;77346,048
AT60018;Background;urban;O3;Ozone (air);µg/m3;500;1994;P93.2;131,429;91,233;1;AT;Austria;Graz;AT002C1;247904;6,4;93,6;3;77346,048
AT60018;Background;urban;O3;Ozone (air);µg/m3;500;1995;P93.2;130,625;86,849;1;AT;Austria;Graz;AT002C1;247904;6,4;93,6;4;58009,536
AT60018;Background;urban;O3;Ozone (air);µg/m3;500;1996;P93.2;129,875;98,634;1;AT;Austria;Graz;AT002C1;247904;6,4;93,6;4;58009,536
AT60018;Background;urban;O3;Ozone (air);µg/m3;500;1997;P93.2;120,125;98,356;0;AT;Austria;Graz;AT002C1;247904;6,4;93,6;4;58009,536
AT60018;Background;urban;O3;Ozone (air);µg/m3;500;1999;P93.2;120,5;76,986;1;AT;Austria;Graz;AT002C1;247904;6,4;93,6;4;58009,536
AT60018;Background;urban;O3;Ozone (air);µg/m3;500;2000;P93.2;135,286;99,18;1;AT;Austria;Graz;AT002C1;247904;6,4;93,6;3;77346,048
AT60018;Background;urban;O3;Ozone (air);µg/m3;500;2001;P93.2;131,375;98,082;1;AT;Austria;Graz;AT002C1;247904;6,4;93,6;4;58009,536
AT60018;Background;urban;O3;Ozone (air);µg/m3;500;2002;P93.2;127,286;98,904;1;AT;Austria;Graz;AT002C1;247904;6,4;93,6;4;58009,536
AT60018;Background;urban;O3;Ozone (air);µg/m3;500;2003;P93.2;141,875;99,452;1;AT;Austria;Graz;AT002C1;247904;6,4;93,6;3;77346,048
AT60018;Background;urban;O3;Ozone (air);µg/m3;500;2004;P93.2;112,738;98,634;0;AT;Austria;Graz;AT002C1;247904;6,4;93,6;4;58009,536
AT60018;Background;urban;O3;Ozone (air);µg/m3;500;2005;P93.2;121,6;86,301;1;AT;Austria;Graz;AT002C1;247904;6,4;93,6;4;58009,536
AT60018;Background;urban;O3;Ozone (air);µg/m3;500;2006;P93.2;124,675;91,781;1;AT;Austria;Graz;AT002C1;247904;6,4;93,6;4;58009,536
AT60018;Background;urban;O3;Ozone (air);µg/m3;500;2007;P93.2;131,875;95,068;1;AT;Austria;Graz;AT002C1;247904;6,4;93,6;4;58009,536
AT60018;Background;urban;O3;Ozone (air);µg/m3;500;2008;P93.2;112,4;95,628;0;AT;Austria;Graz;AT002C1;247904;6,4;93,6;4;58009,536
AT60018;Background;urban;O3;Ozone (air);µg/m3;500;2009;P93.2;115,457;99,452;0;AT;Austria;Graz;AT002C1;247904;6,4;93,6;4;58009,536
AT60018;Background;urban;O3;Ozone (air);µg/m3;500;2010;P93.2;121,079;98,904;1;AT;Austria;Graz;AT002C1;247904;6,4;93,6;3;77346,048
AT60018;Background;urban;O3;Ozone (air);µg/m3;500;2011;P93.2;122,944;96,164;1;AT;Austria;Graz;AT002C1;247904;6,4;93,6;4;58009,536
AT60018;Background;urban;O3;Ozone (air);µg/m3;500;2012;P93.2;120,406;98,634;0;AT;Austria;Graz;AT002C1;247904;6,4;93,6;4;58009,536
AT60020;Background;suburban;O3;Ozone (air);µg/m3;100;1992;P93.2;147;77,049;1;AT;Austria;Graz;AT002C1;247904;6,4;93,6;2;116019,072
AT60020;Background;suburban;O3;Ozone (air);µg/m3;100;1993;P93.2;140;96,986;1;AT;Austria;Graz;AT002C1;247904;6,4;93,6;3;77346,048
AT60020;Background;suburban;O3;Ozone (air);µg/m3;100;1994;P93.2;138,875;95,616;1;AT;Austria;Graz;AT002C1;247904;6,4;93,6;3;77346,048
AT60020;Background;suburban;O3;Ozone (air);µg/m3;100;1995;P93.2;135,875;98,082;1;AT;Austria;Graz;AT002C1;247904;6,4;93,6;4;58009,536
AT60020;Background;suburban;O3;Ozone (air);µg/m3;100;1996;P93.2;137,5;87,705;1;AT;Austria;Graz;AT002C1;247904;6,4;93,6;4;58009,536
AT60020;Background;suburban;O3;Ozone (air);µg/m3;100;1997;P93.2;130,625;98,356;1;AT;Austria;Graz;AT002C1;247904;6,4;93,6;4;58009,536
AT60020;Background;suburban;O3;Ozone (air);µg/m3;100;1998;P93.2;141,25;84,11;1;AT;Austria;Graz;AT002C1;247904;6,4;93,6;3;77346,048
AT60020;Background;suburban;O3;Ozone (air);µg/m3;100;1999;P93.2;130,125;79,452;1;AT;Austria;Graz;AT002C1;247904;6,4;93,6;4;58009,536
AT60020;Background;suburban;O3;Ozone (air);µg/m3;100;2000;P93.2;148,25;97,541;1;AT;Austria;Graz;AT002C1;247904;6,4;93,6;3;77346,048
AT60020;Background;suburban;O3;Ozone (air);µg/m3;100;2001;P93.2;143,571;86,301;1;AT;Austria;Graz;AT002C1;247904;6,4;93,6;4;58009,536
AT60020;Background;suburban;O3;Ozone (air);µg/m3;100;2002;P93.2;138,857;94,795;1;AT;Austria;Graz;AT002C1;247904;6,4;93,6;4;58009,536
AT60020;Background;suburban;O3;Ozone (air);µg/m3;100;2003;P93.2;156,714;93,699;1;AT;Austria;Graz;AT002C1;247904;6,4;93,6;3;77346,048
AT60020;Background;suburban;O3;Ozone (air);µg/m3;100;2004;P93.2;126;92,35;1;AT;Austria;Graz;AT002C1;247904;6,4;93,6;4;58009,536
AT60020;Background;suburban;O3;Ozone (air);µg/m3;100;2005;P93.2;133,512;92,329;1;AT;Austria;Graz;AT002C1;247904;6,4;93,6;4;58009,536
AT60020;Background;suburban;O3;Ozone (air);µg/m3;100;2006;P93.2;132,613;97,808;1;AT;Austria;Graz;AT002C1;247904;6,4;93,6;4;58009,536
AT60020;Background;suburban;O3;Ozone (air);µg/m3;100;2007;P93.2;136,414;99,178;1;AT;Austria;Graz;AT002C1;247904;6,4;93,6;4;58009,536
AT60020;Background;suburban;O3;Ozone (air);µg/m3;100;2008;P93.2;123,086;88,525;1;AT;Austria;Graz;AT002C1;247904;6,4;93,6;4;58009,536
AT60020;Background;suburban;O3;Ozone (air);µg/m3;100;2009;P93.2;127,769;99,452;1;AT;Austria;Graz;AT002C1;247904;6,4;93,6;4;58009,536
AT60036;Background;suburban;O3;Ozone (air);µg/m3;100;2011;P93.2;121,185;99,178;1;AT;Austria;Graz;AT002C1;247904;6,4;93,6;4;58009,536
AT60036;Background;suburban;O3;Ozone (air);µg/m3;100;2012;P93.2;118,417;99,18;0;AT;Austria;Graz;AT002C1;247904;6,4;93,6;4;58009,536
AT60138;Background;suburban;O3;Ozone (air);µg/m3;100;1995;P93.2;122;95,616;1;AT;Austria;Graz;AT002C1;247904;6,4;93,6;4;58009,536
AT60138;Background;suburban;O3;Ozone (air);µg/m3;100;1996;P93.2;120,25;94,536;0;AT;Austria;Graz;AT002C1;247904;6,4;93,6;4;58009,536
AT60138;Background;suburban;O3;Ozone (air);µg/m3;100;1997;P93.2;114,25;96,164;0;AT;Austria;Graz;AT002C1;247904;6,4;93,6;4;58009,536
AT60138;Background;suburban;O3;Ozone (air);µg/m3;100;1998;P93.2;121,125;95,068;1;AT;Austria;Graz;AT002C1;247904;6,4;93,6;3;77346,048
AT60138;Background;suburban;O3;Ozone (air);µg/m3;100;1999;P93.2;122,75;97,534;1;AT;Austria;Graz;AT002C1;247904;6,4;93,6;4;58009,536
AT60138;Background;suburban;O3;Ozone (air);µg/m3;100;2000;P93.2;132,75;95,902;1;AT;Austria;Graz;AT002C1;247904;6,4;93,6;3;77346,048
AT60138;Background;suburban;O3;Ozone (air);µg/m3;100;2001;P93.2;136,571;99,726;1;AT;Austria;Graz;AT002C1;247904;6,4;93,6;4;58009,536
